Point,Trees,Shrubs,Peren_FG,bare_groun,Annual_FG,ppt,vpdmin,vpdmax,tmin,tmean,tmax,tdmean,slope,dem,aspect,Runoff,Frosting_R,Flooding_F,BD_depth,AWS_50cm,AWS_25cm,AWS_150cm,AWS_100cm,Min_WTD
140,8,9,65,6,13,906.1300,9.0420,162.6530,72.3400,147.9550,223.5770,69.2820,1.7491,342.1770,85.1770,3,3,5,0.0000,11.0000,5.5000,33.0000,22.0000,114.0000
141,22,5,57,7,22,782.0320,11.3460,164.6220,72.1150,147.1850,222.2590,66.3730,1.0417,390.2000,318.4560,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
142,7,2,58,14,25,724.5550,12.3840,173.5130,72.4570,150.0050,227.5590,67.2060,0.6582,387.0800,285.5210,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
143,1,5,69,8,15,854.0680,11.1700,154.7590,67.0270,140.4570,213.8940,63.0200,0.2025,388.2810,265.3800,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
144,8,4,51,4,22,724.5550,12.3840,173.5130,72.4570,150.0050,227.5590,67.2060,0.3225,384.7830,217.2680,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
145,21,10,53,12,24,845.1950,11.8490,165.9490,72.3510,147.3020,222.2600,66.5100,1.3694,363.7780,177.6800,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
146,20,10,65,5,16,919.8920,11.8450,168.5440,69.9120,146.1500,222.3930,64.4540,1.6300,347.7800,133.0200,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
147,3,4,72,4,17,782.0320,11.3460,164.6220,72.1150,147.1850,222.2590,66.3730,0.5221,411.6770,77.8212,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
148,27,12,51,1,13,802.6520,11.4620,162.2660,73.6830,147.8060,221.9380,68.0950,1.3824,395.5570,37.3462,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
149,2,4,66,15,18,740.0980,11.4460,176.9920,70.7490,150.1840,229.6250,65.4470,0.5534,392.1000,37.1366,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
150,43,10,44,1,16,1060.7900,9.7100,164.1810,68.2990,144.9270,221.5610,65.1920,0.0000,341.5010,-1.0000,-1,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
151,20,7,51,10,19,845.5630,12.3020,162.8350,70.4410,144.9330,219.4290,64.2140,0.4100,388.3720,121.9660,3,3,4,0.0000,11.8400,5.9500,34.7600,23.5600,107.0000
152,0,4,69,15,15,948.8070,11.9420,156.0600,60.8710,135.0680,209.2680,56.5870,0.2489,408.2870,206.1000,5,2,4,0.0000,11.3600,5.7500,29.6000,21.8600,99.0000
153,7,3,59,10,20,789.5220,12.6270,148.1920,49.4340,124.9350,200.4490,45.4460,0.5431,494.8460,340.7300,3,2,4,0.0000,10.7300,5.5000,24.2000,18.2000,99.0000
154,6,3,75,3,8,1042.6900,11.3350,158.7660,61.9090,136.3870,210.8730,60.3320,0.2664,310.4640,259.4260,1,3,3,0.0000,10.5000,5.2500,29.4300,21.0000,92.0000
155,6,6,57,4,15,1088.0500,11.7060,158.9010,60.4640,135.3140,210.1680,58.9690,1.1323,311.9680,229.6240,1,3,3,0.0000,10.5000,5.2500,29.4300,21.0000,92.0000
156,33,4,54,8,34,761.4660,12.8970,186.4810,66.7760,149.6280,232.4850,57.6340,0.9067,488.7490,337.1630,1,2,1,0.0000,9.7500,5.2500,26.7600,18.2600,91.0000
157,24,6,40,1,17,701.1660,10.8030,165.8210,62.1460,139.9980,217.8610,57.9740,0.1665,513.3390,345.5320,1,1,4,0.0000,4.0200,2.3500,7.0200,5.5200,91.0000
158,18,4,51,13,14,755.3910,9.0610,153.3800,46.3260,125.3070,204.2940,50.4030,3.3890,538.6660,358.9200,1,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
159,13,3,58,12,21,768.2150,9.0270,155.2540,46.2790,126.2630,206.2560,50.7150,0.9425,542.8890,236.3720,1,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
160,14,7,48,7,23,800.3760,9.5270,149.4550,47.9490,125.7990,203.6590,51.5290,0.8398,529.3510,217.6350,1,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
161,3,4,62,2,12,1147.7800,11.3520,148.8770,59.2550,132.0310,204.8170,56.6290,0.4313,401.9000,169.2850,1,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
162,24,4,53,13,24,933.8790,12.3580,154.8700,58.0410,132.5730,207.1090,53.1050,0.0330,442.1420,142.1850,1,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
163,23,11,48,8,21,777.2360,10.2610,141.4470,48.3570,121.5210,194.6890,49.8840,0.3670,423.2810,57.5993,1,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
164,8,1,66,6,26,754.4720,8.1700,152.9670,42.8460,123.3580,203.8780,48.2950,0.6658,542.2270,225.0370,6,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
165,18,2,57,3,16,805.1660,12.7380,149.0350,50.7540,126.0120,201.2760,46.1410,0.3831,490.0450,168.3190,6,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
166,24,9,45,6,22,754.4720,8.1700,152.9670,42.8460,123.3580,203.8780,48.2950,0.7836,526.3460,94.2798,6,3,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
167,19,6,56,9,20,1025.4600,8.3640,139.4730,47.0310,122.4770,197.9300,52.6480,0.9239,448.1150,285.3090,3,2,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
168,14,3,48,10,20,1095.6600,9.6000,142.4590,51.1540,124.9680,198.7890,53.4640,0.8525,410.4200,189.1780,3,2,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
169,2,4,69,14,22,1024.0300,8.1630,142.0530,46.9930,122.8410,198.6980,53.1630,1.4991,435.4460,154.9940,3,2,4,0.0000,10.2200,5.2000,29.2100,20.0400,77.0000
170,8,3,53,8,11,882.3130,13.2400,158.6510,59.9410,135.3700,210.8070,52.5300,0.0084,463.5180,358.6070,1,3,4,0.0000,9.8700,5.2500,22.8800,16.8700,77.0000
171,7,1,68,2,20,673.0000,11.6670,166.9740,58.2790,137.4370,216.6020,53.5710,0.0350,521.7700,357.5950,1,3,4,0.0000,9.8700,5.2500,22.5800,16.8700,77.0000
172,2,2,71,9,14,682.0860,12.6000,167.7440,63.1320,140.1580,217.1960,55.2250,0.0961,537.0790,28.1390,1,3,4,0.0000,9.8700,5.2500,22.5800,16.8700,77.0000
173,23,7,48,14,24,724.9670,12.0220,162.7990,56.9830,135.2550,213.5320,52.2230,0.2391,504.3920,204.1200,1,2,4,0.0000,9.2400,5.5000,20.5700,15.0700,77.0000
174,16,6,54,9,22,1087.1000,11.3120,153.3550,70.1200,142.0300,213.9500,65.6540,0.1160,335.4010,242.3780,3,3,4,0.0000,7.6200,3.9800,20.3600,14.3100,77.0000
175,14,5,52,3,20,1000.7400,9.9100,155.4270,76.4770,146.8390,217.2090,68.1960,1.8058,336.3620,205.4090,3,3,4,0.0000,11.0000,5.5000,32.7400,22.0000,76.0000
176,11,7,56,8,30,1098.2300,9.0170,157.6600,74.0270,145.9510,217.8880,67.8310,2.6687,345.0320,191.4300,3,3,4,0.0000,11.0000,5.5000,32.7400,22.0000,76.0000
177,10,5,75,5,19,1088.8900,8.2000,157.9250,69.4590,144.3500,219.2480,67.3540,1.7563,347.4710,169.2670,3,3,4,0.0000,11.0000,5.5000,32.7400,22.0000,76.0000
178,8,4,69,4,12,1027.2500,8.0090,159.6420,69.1960,144.5650,219.9390,66.7870,5.0024,344.9150,159.0360,3,3,4,0.0000,11.0000,5.5000,32.7400,22.0000,76.0000
179,1,6,70,10,21,1039.4900,8.9890,157.7170,72.3750,145.4910,218.6130,67.2890,3.3426,332.9770,137.6630,3,3,4,0.0000,11.0000,5.5000,32.7400,22.0000,76.0000
180,8,7,58,12,26,1072.2300,10.3720,153.7980,78.4770,147.1140,215.7570,67.8770,1.3272,364.0670,100.2960,3,3,4,0.0000,11.0000,5.5000,32.7400,22.0000,76.0000
181,6,2,72,3,12,1048.7400,6.2070,160.2480,61.7700,141.1470,220.5280,65.2860,4.6847,327.8120,74.6856,3,3,4,0.0000,11.0000,5.5000,32.7400,22.0000,76.0000
182,12,5,56,9,17,1051.1000,17.4820,156.3680,81.7480,150.5640,219.3910,69.8020,2.1753,361.0230,53.6580,3,3,4,0.0000,11.0000,5.5000,32.7400,22.0000,76.0000
183,8,8,53,9,21,979.8340,10.2050,159.1340,71.3250,145.5160,219.7130,67.3670,0.2918,348.4150,270.3050,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
184,16,4,51,9,14,956.1880,8.4070,161.2630,70.1070,145.6910,221.2790,67.1080,0.5822,299.3740,270.2090,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
185,13,4,56,10,24,993.8420,6.3430,161.4440,63.8190,142.8210,221.8280,66.4390,0.3985,313.1650,265.5110,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
186,15,6,57,11,27,866.3420,8.0720,161.6280,67.3320,144.3820,221.4390,66.4990,1.6349,342.0960,190.8180,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
187,18,7,52,7,17,1061.8800,16.4280,155.6430,80.3740,149.6220,218.8740,69.5880,0.3915,348.4540,182.9380,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
188,4,4,66,18,28,959.9710,7.9450,161.6690,69.0630,145.3960,221.7370,67.1670,0.1634,302.3940,182.8100,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
189,14,7,59,11,15,1124.0800,7.8160,158.0590,68.1510,143.5940,219.0460,67.0070,2.1126,332.1240,41.2810,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
190,17,5,52,12,25,993.8420,6.3430,161.4440,63.8190,142.8210,221.8280,66.4390,0.0726,313.0750,21.0639,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
191,7,6,64,13,22,941.4290,8.8500,162.3760,70.8240,146.4870,222.1570,67.5170,0.0000,298.8070,-1.0000,5,3,4,0.0000,11.0000,5.5000,24.4000,18.4000,76.0000
192,11,3,51,11,19,865.5760,8.0070,134.3500,45.6560,121.0240,196.4000,53.2910,3.0383,479.7790,81.2231,1,3,4,0.0000,11.0000,5.5000,32.4900,22.0000,69.0000
193,28,11,53,10,22,905.1170,7.9060,134.1400,45.9150,121.1470,196.3840,53.5780,0.7423,464.9770,48.1901,1,3,4,0.0000,11.0000,5.5000,32.4900,22.0000,69.0000
194,12,5,57,11,17,840.0730,12.9450,156.6890,59.0350,133.7110,208.3920,52.1620,0.0064,444.3180,333.8100,1,2,4,0.0000,11.0000,5.5000,24.2000,21.5800,69.0000
195,14,3,55,6,18,800.6120,11.7650,143.8630,48.7030,123.8720,199.0470,47.5820,0.0175,494.8850,254.4340,-1,3,4,0.0000,10.9600,5.5000,30.2900,20.9800,69.0000
196,26,4,51,11,20,813.0380,11.4120,144.4770,48.0510,123.7040,199.3590,47.2950,0.2485,485.4440,46.5107,-1,3,4,0.0000,10.9600,5.5000,30.2900,20.9800,69.0000
197,8,4,67,7,14,893.6290,12.6850,152.3340,75.5750,145.2200,214.8740,68.7500,0.3179,305.1890,21.2079,3,2,4,0.0000,11.0000,5.5000,30.1600,20.8500,69.0000
198,2,0,68,0,12,723.9100,12.2220,161.4340,59.0360,136.1220,213.2180,53.6880,0.1758,482.0950,170.1280,1,3,4,0.0000,11.1400,5.7500,29.6100,20.6100,69.0000
199,2,3,73,13,21,912.1600,10.9150,152.7860,62.8800,135.6530,208.4340,59.7710,0.7541,365.8840,263.2270,3,3,4,0.0000,10.7300,5.5000,29.6100,20.5700,69.0000
200,8,4,53,12,18,953.7310,11.8280,154.9920,62.7160,136.2570,209.8060,58.4200,0.3205,396.7060,170.3540,3,3,4,0.0000,10.7300,5.5000,29.6100,20.5700,69.0000
201,21,7,50,11,19,935.1970,11.9800,154.6680,62.9780,136.0830,209.1950,58.1900,0.0261,389.0780,45.8659,3,3,4,0.0000,10.7300,5.5000,29.6100,20.5700,69.0000
202,11,3,57,12,23,945.7190,11.7030,155.9600,59.2250,134.1480,209.0780,55.3880,0.1888,430.2350,113.6920,4,3,4,0.0000,10.7200,5.5000,29.5400,20.5400,69.0000
203,3,4,67,5,12,1023.4900,11.6120,154.2740,61.2440,135.2200,209.2040,57.3800,0.7687,409.9010,109.4520,4,3,4,0.0000,10.7200,5.5000,29.5400,20.5400,69.0000
204,5,7,58,18,22,945.7190,11.7030,155.9600,59.2250,134.1480,209.0780,55.3880,0.0152,432.6870,45.2177,1,3,4,0.0000,10.5600,5.4800,30.0900,20.4900,69.0000
205,3,4,71,9,19,1090.4800,13.1990,154.9420,72.3540,142.5070,212.6690,63.9430,0.0512,352.4700,40.7786,1,3,4,0.0000,10.7300,5.5000,29.2700,20.3900,69.0000
206,9,8,54,19,25,935.1970,11.9800,154.6680,62.9780,136.0830,209.1950,58.1900,0.0000,391.5220,-1.0000,1,3,4,0.0000,10.7300,5.5000,29.2700,20.3900,69.0000
207,11,6,56,8,18,999.4200,12.4420,153.9000,65.5240,137.0240,208.5270,57.9330,0.0000,368.9600,-1.0000,1,3,4,0.0000,10.7300,5.5000,29.2700,20.3900,69.0000
208,20,3,64,0,13,1049.0600,10.0190,158.8690,66.7980,141.8780,216.9660,64.2090,1.0563,349.8360,168.2070,1,2,4,0.0000,10.8800,5.5000,28.6500,20.3800,69.0000
209,18,10,53,6,22,838.6920,12.6560,156.4420,58.9060,133.7570,208.6210,52.7270,0.0038,446.4110,277.8090,1,3,4,0.0000,10.9000,5.5000,29.3600,20.3100,69.0000
210,5,2,56,3,13,841.9490,12.1400,157.1720,58.8630,134.5620,210.2700,53.6840,0.3190,462.5930,88.1150,1,3,4,0.0000,10.9000,5.5000,29.3600,20.3100,69.0000
211,16,2,48,9,19,848.5020,12.0920,156.6210,58.4520,133.9920,209.5410,53.4980,0.2351,458.9530,84.9785,1,3,4,0.0000,10.9000,5.5000,29.3600,20.3100,69.0000
212,5,2,57,16,13,939.8290,13.8600,157.6040,60.3950,134.5520,208.7190,51.6780,0.0000,432.9970,-1.0000,1,3,4,0.0000,10.9000,5.5000,29.3600,20.3100,69.0000
213,20,2,47,10,14,668.0970,11.8660,162.4390,58.9240,136.3700,213.8220,54.2720,0.2386,496.7320,358.8510,3,3,4,0.0000,10.2900,5.2900,28.3800,19.7500,69.0000
214,2,5,58,17,18,657.1180,11.5210,166.2860,60.9820,139.1810,217.3900,56.5000,0.0662,506.8170,78.6189,3,3,4,0.0000,10.2900,5.2900,28.3800,19.7500,69.0000
215,5,4,56,13,15,723.9100,12.2220,161.4340,59.0360,136.1220,213.2180,53.6880,0.6123,485.4060,113.7160,3,3,4,0.0000,10.3600,5.5000,28.3400,19.3500,69.0000
216,17,6,48,10,29,1096.7600,13.7520,154.1140,73.5120,142.9250,212.3460,63.6880,0.0000,356.1520,-1.0000,3,3,4,0.0000,10.2000,5.2700,27.8700,19.1800,69.0000
217,11,5,68,2,12,1023.3100,15.3880,150.2230,78.7730,145.2710,211.7780,65.6200,0.2145,344.7110,200.4580,3,3,4,0.0000,10.2100,5.2300,26.2700,18.4500,69.0000
218,8,8,61,4,20,1010.4800,16.2350,151.0030,79.5640,145.6630,211.7710,64.7460,0.2638,349.6340,68.8975,3,3,4,0.0000,10.2100,5.2300,26.2700,18.4500,69.0000
219,12,10,56,11,25,1088.0500,14.2480,153.2220,75.2640,143.8420,212.4290,64.5490,0.6116,348.8450,19.2981,3,3,4,0.0000,10.2100,5.2300,26.2700,18.4500,69.0000
220,2,8,67,17,16,1083.1900,12.2470,152.1340,72.1600,142.5720,212.9880,65.8400,0.0000,335.3980,-1.0000,3,3,4,0.0000,10.2100,5.2300,26.2700,18.4500,69.0000
221,0,0,0,0,0,915.8010,18.0800,160.0180,77.8420,147.4660,217.0950,65.9220,0.2078,296.6520,54.1761,4,2,4,0.0000,7.7400,4.3700,25.4600,16.4000,69.0000
222,3,5,68,12,30,968.9210,11.6550,160.0290,73.1790,144.8470,216.5200,68.2340,0.0000,301.9380,-1.0000,5,3,4,0.0000,7.6900,4.3700,24.7000,16.1000,69.0000
223,15,7,49,2,11,1053.7400,13.4000,150.0850,74.6100,142.9670,211.3280,65.7520,0.4932,347.1140,325.7640,3,2,4,0.0000,9.0600,5.0400,21.2500,15.8000,69.0000
224,43,10,43,1,16,1098.3700,10.3110,155.4790,70.2980,143.2340,216.1770,66.2460,0.3351,320.4810,49.9419,3,2,4,0.0000,9.0600,5.0400,21.2500,15.8000,69.0000
225,12,9,50,13,19,1085.1200,12.3750,151.4660,72.9960,142.8480,212.7100,66.6490,0.4338,333.5690,1.1569,3,2,4,0.0000,9.0600,5.0400,21.2500,15.8000,69.0000
226,22,8,61,2,10,1067.0900,13.9880,151.9670,75.5180,143.8920,212.2750,65.3010,0.0000,347.6070,-1.0000,3,2,4,0.0000,9.0600,5.0400,21.2500,15.8000,69.0000
227,15,7,52,20,34,862.8340,11.2800,143.2920,54.4130,127.0810,199.7560,55.4510,0.0256,334.4790,259.2420,5,3,4,0.0000,6.4900,3.4600,24.3700,15.4300,69.0000
228,17,5,58,16,22,789.3920,11.5860,145.2340,48.7300,124.1120,199.5040,47.5580,0.0000,481.7680,-1.0000,2,3,4,0.0000,9.8400,5.0000,16.8700,15.3700,69.0000
229,4,10,69,20,29,959.8360,9.4900,154.0750,71.0500,143.2580,215.4750,68.1570,0.0915,292.9070,103.1010,4,2,4,0.0000,8.0100,4.6400,22.0000,15.2700,69.0000
230,39,9,42,10,10,959.8360,9.4900,154.0750,71.0500,143.2580,215.4750,68.1570,0.2906,293.9290,3.5810,4,2,4,0.0000,8.0100,4.6400,22.0000,15.2700,69.0000
231,6,7,55,11,24,1092.5600,13.5660,151.1710,74.9790,143.8340,212.6980,66.3390,0.4643,338.1580,180.6510,1,2,4,0.0000,8.0000,4.2000,20.5300,14.9700,69.0000
232,11,4,72,1,25,1023.3100,15.3880,150.2230,78.7730,145.2710,211.7780,65.6200,0.1918,344.8800,164.3180,1,2,4,0.0000,8.0000,4.2000,20.5300,14.9700,69.0000
233,4,6,52,6,26,959.1750,12.0740,159.8690,73.1460,144.7930,216.4460,67.8100,0.0000,301.9380,-1.0000,5,3,4,0.0000,6.1700,3.3300,23.5300,14.5600,69.0000
234,4,6,64,5,21,959.1750,12.0740,159.8690,73.1460,144.7930,216.4460,67.8100,0.0000,301.9380,-1.0000,5,3,4,0.0000,6.1700,3.3300,23.5300,14.5600,69.0000
235,42,5,35,2,18,959.1750,12.0740,159.8690,73.1460,144.7930,216.4460,67.8100,0.0000,301.9380,-1.0000,5,3,4,0.0000,6.1700,3.3300,23.5300,14.5600,69.0000
236,2,5,72,4,8,959.1750,12.0740,159.8690,73.1460,144.7930,216.4460,67.8100,0.0000,301.9380,-1.0000,5,3,4,0.0000,6.1700,3.3300,23.5300,14.5600,69.0000
237,7,5,47,8,20,715.2860,11.9420,162.0770,58.8760,136.4550,214.0440,54.2670,0.0001,499.1710,230.7110,1,2,1,0.0000,9.5000,5.2500,15.8800,14.3800,69.0000
238,23,4,59,7,12,875.5660,11.5430,144.7580,48.9490,123.9210,198.8980,47.9790,0.0000,484.8260,-1.0000,1,2,4,0.0000,10.3100,5.2300,15.4300,13.8900,69.0000
239,11,4,56,8,13,1015.7000,10.2880,157.3080,58.4440,133.9600,209.4840,59.3670,0.8229,312.5360,252.9210,5,3,4,0.0000,5.4000,2.9000,23.3300,13.8700,69.0000
240,6,8,65,15,26,1061.6600,7.6720,154.1540,53.7930,130.4730,207.1610,59.3320,0.6378,314.6730,89.4463,5,3,4,0.0000,5.4000,2.9000,23.3300,13.8700,69.0000
241,1,6,66,16,23,1025.3600,11.4570,155.0070,61.1600,135.3110,209.4690,57.7120,0.2570,403.3690,302.3300,3,2,4,0.0000,9.2800,4.9400,15.9800,13.1000,69.0000
242,11,4,58,11,21,792.3840,12.5120,147.9850,49.8940,124.9040,199.9200,46.5090,0.4531,484.8150,342.1930,2,3,4,0.0000,10.0500,5.2500,14.4800,12.9800,69.0000
243,20,7,53,5,11,963.1950,12.0640,154.8930,63.8470,136.7700,209.7000,58.7820,0.0786,382.9720,104.1480,2,3,4,0.0000,8.3000,4.2500,14.4200,12.9200,69.0000
244,18,5,50,10,23,836.7430,10.3150,157.2570,57.8280,134.4040,210.9900,56.2630,0.2283,472.9660,314.2440,1,2,4,0.0000,8.2800,4.2500,14.4000,12.9000,69.0000
245,1,0,63,1,7,665.3730,10.9170,163.4380,60.1100,137.8430,215.5820,56.7570,0.2030,503.6540,349.1910,1,2,4,0.0000,9.2500,5.2500,14.3300,12.8300,69.0000
246,28,7,54,1,18,1056.3500,10.3510,155.1130,69.9430,142.8760,215.8130,66.1320,0.0000,326.2380,-1.0000,2,2,4,0.0000,8.7000,5.1800,13.9900,12.1800,69.0000
247,54,13,37,2,10,1070.6200,13.3710,155.1400,71.5190,141.7770,212.0400,62.4810,0.0175,359.2010,191.9590,2,2,4,0.0000,8.5400,5.0800,13.0800,11.5100,69.0000
248,44,7,34,6,11,1070.6200,13.3710,155.1400,71.5190,141.7770,212.0400,62.4810,0.5028,359.8100,24.1540,2,2,4,0.0000,8.5400,5.0800,13.0800,11.5100,69.0000
249,14,2,58,2,14,817.1950,11.6790,144.8200,48.9970,124.3530,199.7160,47.7660,0.2654,488.1790,65.4799,1,2,4,0.0000,7.4200,4.2500,15.4200,11.4200,69.0000
250,38,5,41,3,12,833.5880,12.1250,148.1900,53.4120,127.2920,201.1800,49.9560,0.0230,445.1760,45.0000,1,2,4,0.0000,6.5700,3.8300,14.2500,10.4100,69.0000
251,6,1,69,3,8,777.2770,12.9830,149.2360,48.8370,124.6420,200.4530,44.5110,0.6243,509.2600,268.4060,1,2,3,0.0000,6.7900,3.9800,13.0500,10.0400,69.0000
252,2,0,81,1,6,707.7030,12.3610,161.6040,58.5840,136.1340,213.6930,53.3480,0.0784,490.3310,133.9290,1,2,4,0.0000,5.8000,3.8000,13.8000,9.8000,69.0000
253,6,2,59,12,23,983.7020,11.8250,154.2040,60.9910,134.9590,208.9350,56.8890,0.2355,412.5680,95.7458,1,2,4,0.0000,8.0900,5.0000,11.0900,9.5900,69.0000
254,0,0,76,1,9,836.4400,12.2080,157.8560,59.1930,135.1900,211.1960,53.9520,0.2467,472.9450,356.6330,-1,2,1,0.0000,4.7200,2.4600,13.9100,9.3200,69.0000
255,0,1,72,3,12,836.4400,12.2080,157.8560,59.1930,135.1900,211.1960,53.9520,0.4714,475.9380,49.5832,-1,2,1,0.0000,4.7200,2.4600,13.9100,9.3200,69.0000
256,1,3,76,10,9,958.6390,13.2840,157.0690,60.1150,134.4340,208.7590,52.7230,0.0000,429.6440,-1.0000,1,2,4,0.0000,4.9200,2.7800,12.9000,8.9100,69.0000
257,44,12,37,1,12,794.0020,13.3780,160.0720,61.4790,137.3150,213.1610,53.4600,1.0508,472.6430,165.3240,1,2,4,0.0000,4.9000,2.7500,12.9000,8.9000,69.0000
258,17,2,63,2,11,806.0880,12.2410,146.2910,49.8540,124.9670,200.0880,47.0880,0.2019,493.9700,180.8620,-1,2,3,0.0000,5.4600,2.8400,12.0200,8.8700,69.0000
259,10,4,53,14,14,760.0750,12.9020,148.9430,51.4950,126.1230,200.7600,46.9360,0.5159,481.7410,84.6638,-1,2,3,0.0000,5.4600,2.8400,12.0200,8.8700,69.0000
260,17,2,61,1,24,831.3190,13.5190,149.2510,52.2170,126.5730,200.9350,46.3040,1.2849,484.7420,5.3246,-1,2,3,0.0000,5.4600,2.8400,12.0200,8.8700,69.0000
261,9,1,74,1,9,790.2360,9.5760,160.1260,42.9160,124.4870,206.0650,45.6090,1.0023,539.4260,329.5430,1,2,1,0.0000,5.3500,2.7700,11.7600,8.7100,69.0000
262,15,3,71,0,10,812.2120,10.6470,143.3370,44.8010,122.1250,199.4570,46.5900,0.0000,532.6780,-1.0000,1,2,1,0.0000,5.3500,2.7700,11.7600,8.7100,69.0000
263,13,7,49,20,7,784.0170,10.9040,137.2930,43.6490,119.3770,195.1150,45.3300,0.4824,512.2150,196.7040,1,2,4,0.0000,4.7100,2.5300,11.1100,8.3600,69.0000
264,0,2,83,1,8,687.7880,11.8110,152.7680,44.2420,123.8260,203.4190,42.9650,0.8024,583.9560,64.7658,1,2,1,0.0000,4.4100,2.1300,10.4300,7.4300,69.0000
265,2,4,77,1,9,687.7880,11.8110,152.7680,44.2420,123.8260,203.4190,42.9650,0.9638,584.4790,24.4851,1,2,1,0.0000,4.4100,2.1300,10.4300,7.4300,69.0000
266,18,8,48,12,23,888.4950,11.8030,143.9280,55.8390,128.5870,201.3400,56.5110,0.1168,329.7410,324.2520,5,2,4,0.0000,5.6800,2.9300,8.9200,7.4200,69.0000
267,29,12,35,0,8,850.8920,11.6150,157.8190,58.8050,134.8700,210.9410,54.7210,0.5000,468.3640,51.5009,-1,2,1,0.0000,4.3000,2.5600,10.3000,7.3000,69.0000
268,0,3,64,22,21,725.2610,10.7650,145.1780,44.2660,122.1300,199.9960,45.6100,0.0005,545.7970,216.1190,1,2,1,0.0000,3.9800,2.0500,10.0000,6.9900,69.0000
269,6,3,59,12,20,764.2920,10.4860,147.6450,44.9060,123.1480,201.3920,46.8720,0.3664,533.2540,43.3341,1,2,1,0.0000,3.9800,2.0500,10.0000,6.9900,69.0000
270,5,4,59,9,16,757.3380,10.7710,160.3990,58.5710,135.8820,213.2040,55.9240,0.1168,492.5120,270.8570,1,2,4,0.0000,10.8000,5.5000,26.5200,21.3000,61.0000
271,14,3,53,14,19,662.9650,11.8600,165.8380,61.7170,139.3540,216.9970,56.3480,0.9589,520.2710,156.3500,1,2,4,0.0000,10.8000,5.5000,26.5200,21.3000,61.0000
272,11,4,59,12,23,655.0570,11.8750,166.6070,61.1630,139.0710,216.9880,55.5130,0.2098,527.8480,63.0880,1,2,4,0.0000,10.8000,5.5000,26.5200,21.3000,61.0000
273,53,8,33,1,10,777.4890,10.3740,162.3850,46.5050,126.7030,206.9060,46.7040,8.0477,530.0670,160.8820,3,3,4,0.0000,10.7100,5.6900,30.6800,20.6900,61.0000
274,15,5,52,11,13,737.2840,12.5070,186.2760,65.7140,148.9950,232.2810,57.2900,0.2192,488.8080,168.3090,1,3,4,0.0000,10.9600,5.5000,29.4800,20.4800,61.0000
275,26,2,47,5,12,891.9920,11.8070,150.9210,51.6190,127.4490,203.2840,48.8180,3.0307,489.1960,104.7350,3,3,5,0.0000,10.4500,5.4500,30.4500,20.4500,61.0000
276,10,4,70,2,12,922.3940,10.1680,163.5830,73.5270,148.2820,223.0430,68.2210,4.6152,301.2780,341.2770,3,3,4,0.0000,10.9400,5.5000,29.6100,20.2800,61.0000
277,11,5,58,8,20,807.3320,9.6000,165.6800,73.7460,150.0200,226.3040,70.1360,4.3783,311.0230,178.5030,3,3,4,0.0000,10.9400,5.5000,29.6100,20.2800,61.0000
278,23,5,51,13,20,774.0050,12.8930,156.3840,55.2670,132.1460,209.0320,49.6420,1.2465,501.8900,182.9540,6,3,4,0.0000,10.0700,5.0500,29.9800,20.0700,61.0000
279,17,7,52,13,17,756.8930,11.9540,149.9430,45.5280,124.0330,202.5460,46.5610,0.2057,530.6080,163.8280,6,3,4,0.0000,10.0700,5.0500,29.9800,20.0700,61.0000
